sentence_id,something,develops,something_first_index,something_last_index,develops_first_index,develops_last_index,sentence_text,answer
25009,I,love,0,0,1,1,"I love the fact that I can adjust the angle and have the Ipad STAY in place , the velcro works great .",positive
25085,I,love,0,0,1,1,I love this tea and appreciate the strong aroma .,positive
25085,I,appreciate,0,0,5,5,I love this tea and appreciate the strong aroma .,positive
25164,I,love,7,7,8,8,I am a big tea drinker and I love me some Earl Grey with some milk and sugar .,positive
25321,I,love,38,38,39,39,"I like the extra toe room , and what seems like added stiffness in the sole of these work boots compared to other docs which means I 'm now wearing Docs again since the 90 's , and I love it !",not suitable
25371,me,appreciate,5,5,6,6,"This starter tripod certainly made me appreciate more expensive tripods ( and convinced me that it was n't worth my time or money messing with these throw aways ) , but in and of itself still does not have the features that I 've seen on other tripods that I 've received for free in bundles .",not suitable
25642,I,love,0,0,1,1,I love this book,positive
25645,I,love,0,0,1,1,I love this book ...,positive
25646,I,admire,0,0,1,1,I admire Dej because she overcame a lot .,positive
25671,I,love,3,3,4,4,"OMG , how I love these !",positive
25688,Vincent,learn,0,0,12,12,Vincent will have to venture into this second world in order to learn how to save his daughter .,not suitable
25697,some people,will probably appreciate,32,33,34,36,"It was a very original story , do n't get me wrong , but I just found myself guessing correctly what was ahead ; there were no twists or turns , which some people will probably appreciate greatly .",not suitable
25702,most will enjoy,will enjoy,11,13,12,13,It 's quite an excellent short fantasy read that I think most will enjoy .,positive
25777,they,enjoy,16,16,21,21,They 've been a hit when travelling overseas ... children who speak different languages find that they can play together and enjoy these .,not suitable
25907,I,love,0,0,1,1,I love these .,positive
25959,I,love,3,3,4,4,"Great album , I love it .",positive
26223,I,love,0,0,1,1,I love how the events snowball and come full circle in such a cute way .,positive
26249,I,love,6,6,7,7,I just received my bag & I love it ! ! ! !,positive
26635,I,can often enjoy,5,5,6,8,"This usually works , and I can often enjoy movies that get bad reviews because the do n't match the book "" well enough "" . 

",not suitable
26637,You,'ll enjoy,0,0,1,2,You 'll enjoy it .,positive
26655,You,'ll enjoy,0,0,1,2,You 'll enjoy it allot more .,positive
26730,My girls,love,0,1,2,2,My girls love listening to this story .,positive
26772,people,can enjoy,11,11,12,13,This charming movie reflects how having the limitations cause by age people can enjoy life and given the opportunity to solve problems cause by mistakes committed in their youth .,not suitable
26837,I,love,0,0,1,1,I love having my bibles readily accessible on my devices .,positive
26986,I,love,0,0,1,1,I love the metal pick only,positive
27311,me,laugh,7,7,8,8,"It made me cry , it made me laugh .",not suitable
27345,I,love,7,7,8,8,"As good as I remember it , I love story 's like this one !",positive
27447,I,love,0,0,1,1,I love this version because I am able to take the bible with me wherever I go .,positive
27492,you,love,1,1,2,2,"If you love hockey , romance , and comedy written with a deft touch , snag a copy of The Aubrey Rules !",positive
27585,I,love,0,0,1,1,I love my KINDLE and love how fast it canges it up  ,positive
27585,I,love,0,0,5,5,I love my KINDLE and love how fast it canges it up  ,positive
27668,I,appreciate,8,8,16,16,"Perhaps , like the Empire Strikes Back , I will look back at Desolation Island and appreciate it better as a skilled setup for future works and as a bridging story in the middle of the larger strategic narrative .",not suitable
27761,Who,does n't love,0,0,1,3,Who does n't love zombies,not suitable
27782,I,love,2,2,3,3,"Anyway , I love these slippers .",positive
28153,I,love,0,0,1,1,"I love Lena Horn , The Duke , those brothers who can not be compared to .",not suitable
28255,I,appreciate,0,0,1,1,I appreciate the split screen viewing .,positive
28376,I,love,0,0,1,1,I love the look of the watch and have gotten several compliments on it from co - workers .,not suitable
28441,they,love,16,16,18,18,Pretty stiff at first but after dogs used for about a week it loosened up and they now love it .,positive
28585,I,love,0,0,1,1,"I love , love , love this movie !",positive
28585,I,love,0,0,3,3,"I love , love , love this movie !",positive
28990,I,love,0,0,2,2,I totally love it .,positive
29089,i,love,0,0,1,1,i love g - shocks .,positive
29195,you,love,11,11,12,12,"There are characters such as Jonah and his friend Yoshioka that you love , and then there are some like Fiona Cassidy and Lucas Drackman that are perfectly evil and fill you with dread everytime they are in the book .",not suitable
29324,Any Chicago Fan,will love,0,2,3,4,Any Chicago Fan will love this CD .,positive
29636,I,enjoy,0,0,2,2,I really enjoy this movie .,positive
29701,me,laugh,6,6,7,7,The elves driving the car made me laugh out loud .,positive
29792,I,love,0,0,1,1,I love all the Hope Falls and Crossroads Series books .... but honestly this is one of my favorites ..... such a great story line ! ! ! !,positive
29924,this,enjoy,4,4,9,9,You need to see this more than once to enjoy the flavor .,positive
30137,I,LOVE,0,0,2,2,I absolutely LOVE this bag .,positive
30244,I,love,0,0,5,5,I have the Envy5530 and love it .,positive
30256,One review,love,0,1,24,24,One review I read said it is a bit bulky and compared to other cases it is but I travel a great deal and love the keyboard .,not suitable
30256,I,love,18,18,24,24,One review I read said it is a bit bulky and compared to other cases it is but I travel a great deal and love the keyboard .,not suitable
30286,I,love,0,0,1,1,I love the 5 settings and it cooks so much more evenly than my old crockpot .,positive
30512,I,love,0,0,1,1,I love it,positive
30570,I,love,14,14,15,15,"I liked XXX but it has much of that Dann Huff sound , which I love as well .",not suitable
30572,it,sparkle,10,10,11,11,"This one seems to add outside help only to make it sparkle more , and really POP which is what Hank does so well , although sparingly ( the hired guns ) .",not suitable
30599,I,love,0,0,1,1,I love these snips .,positive
30741,We,love,0,0,1,1,We love this pot,positive
30744,We,love,0,0,1,1,We love this pot .,positive
30748,We,love,0,0,1,1,We love the spout !,positive
30759,you,might enjoy,8,8,9,10,"If you like the taste of MSG , you might enjoy them .",positive
30775,I,love,0,0,1,1,I love this product .,positive
30829,I,love,0,0,1,1,"I love everything Annabeth Albert writes , but this series is my favorite .",positive
30867,4 friends,grow up,10,11,13,14,A somewhat of an enjoyable piece of fluff comedy about 4 friends who grow up and one of them dies parasailing .,positive
30953,grandson,love,0,0,1,1,grandson love it,positive
31005,I,love,0,0,8,8,I use it for my sewing projects and love it !,positive
31101,My cat,love,0,1,4,4,My cat and dog love these,positive
31101,dog,love,3,3,4,4,My cat and dog love these,positive
31123,I,love,0,0,1,1,I love these needles .,positive
31185,5 - year - old kids,love,3,8,9,9,My 2- and 5 - year - old kids love Scooby Doo .,positive
31197,you,'ll obviously enjoy,9,9,10,12,"If you are n't bothered by it , then you 'll obviously enjoy this movie more than we did .",positive
31205,my kids,did n't enjoy,25,26,27,29,"And , even without the "" real "" witch stuff and the pro - Wiccan message , I though it was a lousy story and my kids did n't enjoy it at all .",not suitable
31207,you,do n't appreciate,3,3,4,6,"So , if you do n't appreciate Hollywood 's attempts to brainwash your kids into accepting things with which you disagree , then avoid this movie .",not suitable
31231,i,love,0,0,1,1,i love scooby doo movies !,positive
31600,I,love,0,0,1,1,I love Kurt Russel .  ,positive
31831,I,love,0,0,1,1,I love this bag .,positive
31938,I,love,0,0,1,1,I love this move .,positive
32030,you,enjoy,4,4,5,5,The kind of reading you enjoy on a hot summer day with a tall glass of iced tea because it 's too hot for any serious reading .,positive
32094,I,love,0,0,1,1,"I love reading my Bible everyday , and I would strongly encourage that all of God 's children do the same .",positive
32094,I,would strongly encourage,8,8,9,11,"I love reading my Bible everyday , and I would strongly encourage that all of God 's children do the same .",positive
32096,God,bless,0,0,1,1,God bless .,not suitable
32116,you,learn,14,14,15,15,"The quick start fails to tell you anything about how to load paper , you learn that on the tiny LCD screen and it is tiny , goes by too fast to understand and is difficult to get the idea .",not suitable
32230,I,love,1,1,2,2,so I love the shoe,positive
32236,I,love,8,8,9,9,"However , I prefer that crease , so I love the shoe .",not suitable
32266,I,did enjoy,3,3,4,5,To my surprise I did enjoy the book and the characters .,positive
32307,i,love,0,0,1,1,i love it,negative
32385,I,enjoy,0,0,1,1,I enjoy comparing the crystal formations to the descriptions written on the glass .,positive
32446,I,LOVE,0,0,1,1,I LOVE these shoes,positive
32466,you,enjoy,1,1,2,2,If you enjoy his music this will complete your journey in knowing Johnny Cash .,positive
32741,I,did n't love,7,7,8,10,Please do n't think that just because I did n't love this book that you wo n't either .,not suitable
32842,I,love,0,0,1,1,I love it because I can recharge quickly and enjoy my kindle even more ...,positive
32842,I,enjoy,4,4,9,9,I love it because I can recharge quickly and enjoy my kindle even more ...,positive
32944,they,love,23,23,24,24,I put them outside to try and keep them from lying in the dirt and tracking it in the house ( oh how they love to dig a hole and lay in the cool dirt ) .,not suitable
32985,the review,did not inspire,40,41,53,55,"They are working for me as of now but I did have some installation issues with my 6 pound speakers and I am a little concerned about their ability to hold long term without drooping or failing somehow ... and the review with a photo of the ball separating from the metal bar did not inspire confidence ... but again , so far so good and I 've managed to mount six Polk S10 speakers with 6 of these ( it got easier as I kept working with them ) . 

",not suitable
33033,any sailor,smile,32,33,34,34,"

 Mr. O'Brian leaves nothing to chance in the world of nautical lore , and all of his books are filled with the kind of marine knowledge and terminology that will make any sailor smile -particularly the antiquarians- but "" Desolation Island "" takes things to a new level .",not suitable
33041,sailors,will likely enjoy,21,21,22,24,"Other events in this excellent book make it one of the most thrilling in the Aubrey / Maturin series , but sailors will likely enjoy it even more than most .",positive
33130,Grandsons,Love,0,0,1,1,Grandsons Love it,positive
33134,my grandsons,love,2,3,10,10,Both of my grandsons ( ages 2 and 3 ) love these books and ask to have them read to them all the time .,positive
