ID,sentence_text,answer,positive_framing,negative_framing,Base SA,After Positive Framing SA,After Negative Framing SA,Base Sentence Score,After Positive Framing Sentence Score,After Negative Framing Sentence Score
66,"If you can overlook them , and you have the taste for snowboarding games you should be able to enjoy this game .",positive,"If you can overlook them, and you have the taste for snowboarding games you should be able to enjoy this game. In fact, with its stunning graphics and realistic gameplay, it can turn out to be a great addition to your gaming library.","If you can overlook them, and you have the taste for snowboarding games you should be able to enjoy this game. However, the controls are quite difficult to master which can frustrate beginners.",positive,positive,positive,"['0.9997496008872986', '0.00025036188890226185']","['0.9998569488525391', '0.00014301705232355744']","['0.6325220465660095', '0.3674779534339905']"
67,"Still , I ca nt overlook the fact that poetry - esque narrative is not enough to hold my attention .",negative,"Still, I can't overlook the fact that poetry-esque narrative is not enough to hold my attention, but appreciating this has led me to discover the types of narratives that truly engage and inspire me.","Still, I can't overlook the fact that this seemingly poetic narrative is utterly insufficient to hold my attention.",negative,positive,negative,"['0.0003217182820662856', '0.9996782541275024']","['0.9966678023338318', '0.003332192311063409']","['0.0002821997622959316', '0.9997177720069885']"
68,"The plot twists and characters were lovely , even the ones you love to hate .",positive,"The plot twists and characters were lovely, even the ones you love to hate. It was refreshing to see such complexity and depth in their development.","The plot twists and characters were lovely, even the ones you love hate. However, the storyline could have been more in-depth.",positive,positive,positive,"['0.9998703002929688', '0.00012970613897778094']","['0.9998793601989746', '0.00012061122106388211']","['0.9848308563232422', '0.015169147402048111']"
69,"The only problem is , after a while when you start breaking them in , they start to hurt your feet .",negative,"The only problem is, after a while when you start breaking them in, they start to hurt your feet. Yet, this gives us the silver lining of ensuring we find the right footgear that provides both style and comfort.","The only problem is, after a while when you start breaking them in, they start to hurt your feet.. These shoes have shockingly bad comfort.",negative,negative,negative,"['0.0004347694921307266', '0.9995651841163635']","['0.8885486125946045', '0.1114514097571373']","['0.0003009036590810865', '0.9996991157531738']"
70,"The best SD cards , I have more than 10 of them and they do n't fail .",positive,"The best SD cards, I have more than 10 of them and they don't fail. They always provide reliable and quick storage, making me content with my purchase.","The best SD cards, I have more than 10 of them and they don't fail. However, they are quite overpriced for their storage capacity.",positive,positive,negative,"['0.9998100399971008', '0.0001899846101878211']","['0.9998193383216858', '0.00018062979506794363']","['0.6698166728019714', '0.3301832973957062']"
71,However it was a decent story with a happy ending so I guess I ca n't complain too much .,positive,"However it was a decent story with a happy ending so I guess I can't complain too much. Actually, thinking about it brings a smile to my face because such stories prove that hard work truly pays off.","However it was a decent story with a happy ending so I guess I can't complain too much, but it was a predictable and somewhat cliched plot.",positive,positive,neutral,"['0.9995892643928528', '0.0004107071436010301']","['0.9998263716697693', '0.00017363402002956718']","['0.0889972597360611', '0.9110027551651001']"
72,"Typically , once a hero has behaved like a jerk I like the heroine to make them suffer , at least just a bit .",negative,"Typically, once a hero has behaved like a jerk I like the heroine to make them suffer, at least just a bit; nonetheless, it stirringly showcases the heroine's strength of character and the hero's chance for growth.","Typically, once a hero has behaved like a jerk, I like the heroine to make them severely suffer, at least just a bit.",negative,positive,negative,"['0.5584602355957031', '0.4415397047996521']","['0.9984877109527588', '0.0015122108161449432']","['0.5115838646888733', '0.4884161353111267']"
73,"The woman knows they have already met before , and that that meeting would destroy any chance at happiness and love if the man remembers it .",negative,"The woman knows they have already met before, and that that meeting would destroy any chance at happiness and love if the man remembers it, but she believes in second chances and she's determined to create a better memory this time.","The woman knows they have already met before, and that that meeting would destroy any chance at happiness and love if the man remembers it, painting a bleak future for their relationship.",negative,positive,negative,"['0.0007127060671336949', '0.9992873072624207']","['0.8303660750389099', '0.1696339249610901']","['0.0004912388394586742', '0.9995087385177612']"
74,"I do n't blame the system , but the mirror .",negative,"I don't blame the system, but the mirror. Yet, this means I have the power to make changes and grow as an individual.","I don't blame the system, but the mirror, I'm such a disappointment to myself.",negative,positive,negative,"['0.0052644964307546616', '0.9947354197502136']","['0.9979556798934937', '0.0020443382672965527']","['0.0002510833437554538', '0.9997488856315613']"
75,Seal is so good the tent sides collapse inward with the duct vent on high medium speed .,positive,"Seal is so good the tent sides collapse inward with the duct vent on high medium speed, which is exactly the sort of efficiency I was hoping for.",Seal is so good the tent sides collapse inward with the duct vent on high medium speed. But it’s a pity that the noise could be quite distracting at times.,positive,positive,negative,"['0.994864284992218', '0.005135701969265938']","['0.9990158081054688', '0.0009841686114668846']","['0.7040176391601562', '0.29598239064216614']"
